Geography,ACS_Year,Employer_Insurance,Direct_Purchase,Medicare,Medicaid,TRICARE,VA,Uninsured,Pct_Employer,Pct_Direct,Pct_Medicare,Pct_Medicaid,Pct_TRICARE,Pct_VA,Pct_Uninsured
"Westminster, CO",2024,15408,30887,26825,26109,2824,3834,6388,13.7,27.5,23.9,23.3,2.5,3.4,5.7
