Geography,ACS_Year,Total_Population,Employer_Count,Medicare_Count,Medicaid_Count,Direct_Count,Uninsured_Count,TRICARE_Count,VA_Count,Pct_Employer,Pct_Medicare,Pct_Medicaid,Pct_Direct,Pct_Uninsured,Pct_TRICARE,Pct_VA,Employer_Only_Count,Employer_Medicare_Count,Employer_Direct_Count,Medicare_Only_Count,Medicare_Direct_Count,Medicare_Employer_Count,Medicare_Medicaid_Count,Medicare_Other_Count,Medicaid_Only_Count,Medicaid_Medicare_Count,Direct_Only_Count,Direct_Medicare_Count,Direct_Employer_Count,Pct_Employer_Only,Pct_Employer_Medicare,Pct_Employer_Direct,Pct_Medicare_Only,Pct_Medicare_Direct,Pct_Medicare_Employer,Pct_Medicare_Medicaid,Pct_Medicare_Other,Pct_Medicaid_Only,Pct_Medicaid_Medicare,Pct_Direct_Only,Pct_Direct_Medicare,Pct_Direct_Employer,Source,Note
"Westminster, CO",2024,114967,68386,15206,13948,11393,9469,660,265,59.5,13.2,12.1,9.9,8.2,0.6,0.2,64350,2775,1261,7322,3222,2775,1559,328,12389,1559,6910,3222,1261,56.0,2.4,1.1,6.4,2.8,2.4,1.4,0.3,10.8,1.4,6.0,2.8,1.1,ACS B27010 2024 5-Year Estimates,Combination coverage counted in each applicable category; percentages may exceed 100%
